unique.cellid,unique.drugid
HS-Sultan,Mitomycin-C
HSC-2,Mitomycin-C
HT-1080,Mitomycin-C
HT-115,Mitomycin-C
HT-1197,Mitomycin-C
HT-1376,Mitomycin-C
HT-29,Mitomycin-C
HT-3,Mitomycin-C
HT55,Mitomycin-C
HuH-28,Mitomycin-C
HUH-6-clone5,Mitomycin-C
HuH-7,Mitomycin-C
HuNS1,Mitomycin-C
HuP-T3,Mitomycin-C
HuP-T4,Mitomycin-C
HuT 102,Mitomycin-C
HuT 78,Mitomycin-C
HUTU-80,Mitomycin-C
IGROV-1,Mitomycin-C
IM-95,Mitomycin-C
Ishikawa (Heraklio) 02 ER-,Mitomycin-C
J-RT3-T3-5,Mitomycin-C
JEG-3,Mitomycin-C
JeKo-1,Mitomycin-C
JHH-6,Mitomycin-C
JHOC-5,Mitomycin-C
JHOM-1,Mitomycin-C
JHOS-4,Mitomycin-C
JHUEM-2,Mitomycin-C
JIMT-1,Mitomycin-C
JiyoyeP-2003,Mitomycin-C
JM1,Mitomycin-C
Jurkat    Clone E6-1,Mitomycin-C
JVM-3,Mitomycin-C
K-562,Mitomycin-C
K052,Mitomycin-C
KASUMI-1,Mitomycin-C
KASUMI-2,Mitomycin-C
KATOIII,Mitomycin-C
KE-97,Mitomycin-C
KG-1,Mitomycin-C
KHOS-240S,Mitomycin-C
KM12,Mitomycin-C
KMBC-2,Mitomycin-C
KMS-11,Mitomycin-C
KNS-62,Mitomycin-C
KNS-81-FD,Mitomycin-C
KP-3,Mitomycin-C
KP-4,Mitomycin-C
KP-N-S19s,Mitomycin-C
KPL-1,Mitomycin-C
KYSE-140,Mitomycin-C
KYSE-30,Mitomycin-C
KYSE-410,Mitomycin-C
KYSE-450,Mitomycin-C
L-428,Mitomycin-C
LC-1/sq-SF,Mitomycin-C
LCLC-103H,Mitomycin-C
LCLC-97TM1,Mitomycin-C
LN-229,Mitomycin-C
LNCaP-Clone-FGC,Mitomycin-C
LOUCY,Mitomycin-C
LoVo,Mitomycin-C
LOXIMVI,Mitomycin-C
LP-1,Mitomycin-C
LS 180,Mitomycin-C
LS-1034,Mitomycin-C
LS-123,Mitomycin-C
LS-174T,Mitomycin-C
LS-411N,Mitomycin-C
LS-513,Mitomycin-C
LU-135,Mitomycin-C
LU-65,Mitomycin-C
LU-99A,Mitomycin-C
LXF-289,Mitomycin-C
LY2,Mitomycin-C
M14,Mitomycin-C
Malme-3M,Mitomycin-C
MA-CLS-2,Mitomycin-C
MB 157,Mitomycin-C
MC-CAR,Mitomycin-C
MC-IXC,Mitomycin-C
MCF10A,Mitomycin-C
MCF10F,Mitomycin-C
MCF12A,Mitomycin-C
MCF7,Mitomycin-C
MDA PCa 2b,Mitomycin-C
MDA-MB-134-VI,Mitomycin-C
MDA-MB-157,Mitomycin-C
MDA-MB-175-VII,Mitomycin-C
MDA-MB-231,Mitomycin-C
MDA-MB-330,Mitomycin-C
MDA-MB-361,Mitomycin-C
MDA-MB-415,Mitomycin-C
MDA-MB-435,Mitomycin-C
MDA-MB-436,Mitomycin-C
MDA-MB-453,Mitomycin-C
MDA-MB-468,Mitomycin-C
MEC-1,Mitomycin-C
MEG-01,Mitomycin-C
MES-SA,Mitomycin-C
Mewo,Mitomycin-C
MFE-319,Mitomycin-C
MFM-223,Mitomycin-C
MG-63,Mitomycin-C
MHH-PREB-1,Mitomycin-C
MIA-PaCa-2,Mitomycin-C
MKN1,Mitomycin-C
MKN45,Mitomycin-C
MKN7,Mitomycin-C
MKN74,Mitomycin-C
ML-2,Mitomycin-C
MM1-S,Mitomycin-C
MOLM-16,Mitomycin-C
MOLT-16,Mitomycin-C
MOLT-4,Mitomycin-C
MOR/CPR,Mitomycin-C
MPP-89,Mitomycin-C
MSTO-211H,Mitomycin-C
MT3,Mitomycin-C
MV-4-11,Mitomycin-C
MX-1,Mitomycin-C
NALM-1,Mitomycin-C
NALM-6,Mitomycin-C
NB-TU-1-10,Mitomycin-C
NB1,Mitomycin-C
NB4,Mitomycin-C
NC37,Mitomycin-C
NCC-IT-A3,Mitomycin-C
NCI-ADR-RES,Mitomycin-C
NCI-H1048,Mitomycin-C
NCI-H1092,Mitomycin-C
NCI-H1105,Mitomycin-C
NCI-H1155,Mitomycin-C
NCI-H1299,Mitomycin-C
NCI-H1355,Mitomycin-C
NCI-H1373,Mitomycin-C
NCI-H1395,Mitomycin-C
NCI-H1435,Mitomycin-C
NCI-H1436,Mitomycin-C
NCI-H1437,Mitomycin-C
NCI-H146,Mitomycin-C
NCI-H1563,Mitomycin-C
NCI-H1568,Mitomycin-C
NCI-H157,Mitomycin-C
NCI-H1573,Mitomycin-C
NCI-H1581,Mitomycin-C
NCI-H1618,Mitomycin-C
NCI-H1623,Mitomycin-C
NCI-H1650,Mitomycin-C
NCI-H1651,Mitomycin-C
NCI-H1666,Mitomycin-C
NCI-H1694,Mitomycin-C
NCI-H1703,Mitomycin-C
NCI-H1755,Mitomycin-C
NCI-H1770,Mitomycin-C
NCI-H1781,Mitomycin-C
NCI-H1792,Mitomycin-C
NCI-H1793,Mitomycin-C
NCI-H1836,Mitomycin-C
NCI-H1838,Mitomycin-C
NCI-H187,Mitomycin-C
NCI-H1876,Mitomycin-C
NCI-H1915,Mitomycin-C
NCI-H1930,Mitomycin-C
NCI-H1944,Mitomycin-C
NCI-H1963,Mitomycin-C
NCI-H1975,Mitomycin-C
NCI-H1993,Mitomycin-C
NCI-H2009,Mitomycin-C
NCI-H2023,Mitomycin-C
NCI-H2029,Mitomycin-C
NCI-H2030,Mitomycin-C
NCI-H2052,Mitomycin-C
NCI-H2073,Mitomycin-C
NCI-H2081,Mitomycin-C
NCI-H2087,Mitomycin-C
NCI-H209,Mitomycin-C
NCI-H2107,Mitomycin-C
NCI-H2110,Mitomycin-C
NCI-H2122,Mitomycin-C
NCI-H2126,Mitomycin-C
NCI-H2141,Mitomycin-C
NCI-H2170,Mitomycin-C
NCI-H2171,Mitomycin-C
NCI-H2172,Mitomycin-C
NCI-H2196,Mitomycin-C
NCI-H2228,Mitomycin-C
NCI-H226,Mitomycin-C
NCI-H2286,Mitomycin-C
NCI-H23,Mitomycin-C
NCI-H2342,Mitomycin-C
NCI-H2347,Mitomycin-C
NCI-H2405,Mitomycin-C
NCI-H28,Mitomycin-C
NCI-H292,Mitomycin-C
NCI-H295,Mitomycin-C
NCI-H322,Mitomycin-C
NCI-H3255,Mitomycin-C
NCI-H358,Mitomycin-C
NCI-H441,Mitomycin-C
NCI-H446,Mitomycin-C
NCI-H460,Mitomycin-C
NCI-H508,Mitomycin-C
NCI-H510A,Mitomycin-C
NCI-H520,Mitomycin-C
NCI-H522,Mitomycin-C
NCI-H524,Mitomycin-C
NCI-H526,Mitomycin-C
NCI-H596,Mitomycin-C
NCI-H630,Mitomycin-C
NCI-H650,Mitomycin-C
NCI-H660,Mitomycin-C
NCI-H661,Mitomycin-C
NCI-H69,Mitomycin-C
NCI-H716,Mitomycin-C
NCI-H720,Mitomycin-C
NCI-H727,Mitomycin-C
NCI-H747,Mitomycin-C
NCI-H748,Mitomycin-C
NCI-H810,Mitomycin-C
NCI-H82,Mitomycin-C
NCI-H838,Mitomycin-C
NCI-H841,Mitomycin-C
NCI-N87,Mitomycin-C
NCI-SNU-1,Mitomycin-C
NCI-SNU-16,Mitomycin-C
NCI-SNU-5,Mitomycin-C
NOMO-1,Mitomycin-C
NU-DUL-1,Mitomycin-C
NUGC-4,Mitomycin-C
OAW-28,Mitomycin-C
OAW-42,Mitomycin-C
OC-314,Mitomycin-C
OCI-AML3,Mitomycin-C
OCI-LY-7,Mitomycin-C
OCI-LY10,Mitomycin-C
OCI-LY3,Mitomycin-C
OCUB-M,Mitomycin-C
OV-90,Mitomycin-C
OV56,Mitomycin-C
OV7,Mitomycin-C
OVCA 420,Mitomycin-C
OVCAR-3,Mitomycin-C
OVCAR-4,Mitomycin-C
OVCAR-5,Mitomycin-C
OVCAR-8,Mitomycin-C
OVK18,Mitomycin-C
P30-OHK,Mitomycin-C
P31-FUJ,Mitomycin-C
P3HR-1,Mitomycin-C
PA-TU-8902,Mitomycin-C
Panc 02.03,Mitomycin-C
Panc 02.13,Mitomycin-C
Panc 03.27,Mitomycin-C
Panc 04.03,Mitomycin-C
Panc 05.04,Mitomycin-C
Panc 08.13,Mitomycin-C
Panc 10.05,Mitomycin-C
PC-3,Mitomycin-C
PE/CA-PJ15,Mitomycin-C
PE/CA-PJ34 (clone C12),Mitomycin-C
PE/CA-PJ41 (clone D2),Mitomycin-C
PE/CA-PJ49,Mitomycin-C
PE01,Mitomycin-C
PL-21,Mitomycin-C
PL45,Mitomycin-C
PLC-PRF-5,Mitomycin-C
QGP-1,Mitomycin-C
Raji,Mitomycin-C
RCH-ACV,Mitomycin-C
RCM-1,Mitomycin-C
RD-ES,Mitomycin-C
REC-1,Mitomycin-C
REH,Mitomycin-C
RERF-LC-KJ,Mitomycin-C
RKO-E6,Mitomycin-C
RL95-2,Mitomycin-C
RMG-I,Mitomycin-C
RMUG-S,Mitomycin-C
RPMI-2650,Mitomycin-C
RPMI-6666,Mitomycin-C
RPMI-8226,Mitomycin-C
RS4;11,Mitomycin-C
RWPE1,Mitomycin-C
RXF393,Mitomycin-C
Saos-2,Mitomycin-C
SC-1,Mitomycin-C
SCaBER,Mitomycin-C
SCC-15,Mitomycin-C
SCC-25,Mitomycin-C
SCC-4,Mitomycin-C
SCC-9,Mitomycin-C
SCLC-21H,Mitomycin-C
Set-2,Mitomycin-C
SF268,Mitomycin-C
SF295,Mitomycin-C
SF539,Mitomycin-C
SH-10-TC,Mitomycin-C
SH-4,Mitomycin-C
SHP-77,Mitomycin-C
SiHa,Mitomycin-C
SJSA-1,Mitomycin-C
SK-BR-3,Mitomycin-C
SK-BR-5,Mitomycin-C
SK-BR-7,Mitomycin-C
SK-CO-1,Mitomycin-C
SK-LMS-1,Mitomycin-C
SK-LU-1,Mitomycin-C
SK-MEL-1,Mitomycin-C
SK-MEL-2,Mitomycin-C
SK-MEL-28,Mitomycin-C
SK-MEL-3,Mitomycin-C
SK-MEL-5,Mitomycin-C
SK-MES-1,Mitomycin-C
SK-N-AS,Mitomycin-C
SK-N-BE(2),Mitomycin-C
SK-N-DZ,Mitomycin-C
SK-N-FI,Mitomycin-C
SK-NEP-1,Mitomycin-C
SK-OV-3,Mitomycin-C
SK-UT-1,Mitomycin-C
SKM-1,Mitomycin-C
SN12C,Mitomycin-C
SNB19,Mitomycin-C
SNB75,Mitomycin-C
SNG-M,Mitomycin-C
SNU-1,Mitomycin-C
SNU-1040,Mitomycin-C
SNU-16,Mitomycin-C
SNU-175,Mitomycin-C
SNU-182,Mitomycin-C
SNU-387,Mitomycin-C
SNU-398,Mitomycin-C
SNU-423,Mitomycin-C
SNU-449,Mitomycin-C
SNU-475,Mitomycin-C
SNU-5,Mitomycin-C
SNU-61,Mitomycin-C
SNU-81,Mitomycin-C
SNU-840,Mitomycin-C
SNU-C2A,Mitomycin-C
SNU-C4,Mitomycin-C
SNU-C5,Mitomycin-C
Sq-1,Mitomycin-C
SR,Mitomycin-C
SU-DHL-10,Mitomycin-C
SU-DHL-16,Mitomycin-C
SU-DHL-4,Mitomycin-C
SU-DHL-5,Mitomycin-C
SU-DHL-6,Mitomycin-C
SU.86.86,Mitomycin-C
SUIT-2,Mitomycin-C
SUM 1315M02,Mitomycin-C
SUM 149PT,Mitomycin-C
SUM 159PT,Mitomycin-C
SUM 229PE,Mitomycin-C
SUM225CWN,Mitomycin-C
SUM 52PE,Mitomycin-C
SUM102PT,Mitomycin-C
SUM185PE,Mitomycin-C
SUM44PE,Mitomycin-C
SW 1271,Mitomycin-C
SW 1353,Mitomycin-C
SUM 190,Mitomycin-C
SW 527,Mitomycin-C
SW1088,Mitomycin-C
SW1116,Mitomycin-C
SW13,Mitomycin-C
SW1417,Mitomycin-C
SW1463,Mitomycin-C
SW1573,Mitomycin-C
SW1710,Mitomycin-C
SW1783,Mitomycin-C
SW1990,Mitomycin-C
SW403,Mitomycin-C
SW48,Mitomycin-C
SW480,Mitomycin-C
SW620,Mitomycin-C
SW626,Mitomycin-C
SW780,Mitomycin-C
SW837,Mitomycin-C
SW900,Mitomycin-C
SW948,Mitomycin-C
SW982,Mitomycin-C
T-24,Mitomycin-C
T3M-10,Mitomycin-C
T47D,Mitomycin-C
TE 125.T,Mitomycin-C
TE 159.T,Mitomycin-C
TE 441.T,Mitomycin-C
TE 617.T,Mitomycin-C
THP-1,Mitomycin-C
TI-73,Mitomycin-C
TK10,Mitomycin-C
TO 175.T,Mitomycin-C
Toledo,Mitomycin-C
TYK-nu,Mitomycin-C
U-118-MG,Mitomycin-C
U-138 MG,Mitomycin-C
U-2-OS,Mitomycin-C
U-266,Mitomycin-C
U-87-MG,Mitomycin-C
U-937,Mitomycin-C
U251,Mitomycin-C
UACC-257,Mitomycin-C
UACC-3199,Mitomycin-C
UACC-62,Mitomycin-C
UACC-812,Mitomycin-C
UACC-893,Mitomycin-C
UM-UC-3,Mitomycin-C
UMC-11,Mitomycin-C
UO31,Mitomycin-C
VCaP,Mitomycin-C
VM-CUB-1,Mitomycin-C
VMRC-LCD,Mitomycin-C
VMRC-RCW,Mitomycin-C
WIDR,Mitomycin-C
WM-115,Mitomycin-C
WM-266-4,Mitomycin-C
WM-793,Mitomycin-C
WM-983B,Mitomycin-C
WSU-DLCL2,Mitomycin-C
YKG-1,Mitomycin-C
ZR-75-1,Mitomycin-C
ZR-75-30,Mitomycin-C
ZR75B,Mitomycin-C
184A1,MS-275
184B5,MS-275
22RV1,MS-275
23132-87,MS-275
600MPE,MS-275
639-V,MS-275
647-V,MS-275
769-P,MS-275
786-0,MS-275
A204,MS-275
A253,MS-275
A3-KAW,MS-275
A375,MS-275
A4-Fuk,MS-275
A427,MS-275
A431,MS-275
A498,MS-275
A549,MS-275
A673,MS-275
A704,MS-275
ACHN,MS-275
AMO-1,MS-275
AN3-CA,MS-275
ARH-77,MS-275
AsPC-1,MS-275
AU565,MS-275
AU655,MS-275
BC-1,MS-275
BC-2,MS-275
BC-3,MS-275
BCPAP,MS-275
BDCM,MS-275
BE(2)-C,MS-275
BEWO,MS-275
BFTC-905,MS-275
BHT-101,MS-275
BICR 10,MS-275
BICR 16,MS-275
BICR 18,MS-275
BICR 22,MS-275
BICR 31,MS-275
BICR 56,MS-275
BICR 6,MS-275
BICR 78,MS-275
BL-70,MS-275
BPH-1,MS-275
BT-20,MS-275
BT-474,MS-275
BT-483,MS-275
BT-549,MS-275
BV-173,MS-275
BxPC-3,MS-275
C-33-A,MS-275
C-4 I,MS-275
C-4-II,MS-275
C2BBe1,MS-275
C32,MS-275
Ca-Ski,MS-275
CAKI-1,MS-275
Caki-2,MS-275
CAL-120,MS-275
CAL-12T,MS-275
CAL-148,MS-275
CAL-27,MS-275
CAL-51,MS-275
CAL-54,MS-275
CAL-62,MS-275
CAL-85-1,MS-275
Calu-1,MS-275
Calu-3,MS-275
Calu-6,MS-275
CAMA-1,MS-275
Caov-3,MS-275
CAPAN-1,MS-275
Capan-2,MS-275
CCF-STTG1,MS-275
CCRF-CEM,MS-275
CEMC1,MS-275
CFPAC-1,MS-275
CGTH-W-1,MS-275
ChaGo-K-1,MS-275
CHL-1,MS-275
CHP-212,MS-275
CL-34,MS-275
CL-40,MS-275
CML-T1,MS-275
COLO 201,MS-275
COLO 320DM,MS-275
COLO-205,MS-275
COLO-320-HSR,MS-275
COLO-668,MS-275
COLO-678,MS-275
COLO-679,MS-275
COLO-680N,MS-275
COLO-684,MS-275
COLO-699,MS-275
COLO-704,MS-275
COLO-741,MS-275
COLO-792,MS-275
COLO-800,MS-275
COLO-824,MS-275
COLO-829,MS-275
COLO-849,MS-275
COR-L105,MS-275
COR-L23,MS-275
COR-L279,MS-275
COR-L51,MS-275
COR-L88,MS-275
CRO-AP2,MS-275
CRO-AP5,MS-275
CW-2,MS-275
D-283MED,MS-275
D341 Med,MS-275
Daudi,MS-275
DBTRG-05MG,MS-275
Detroit562,MS-275
DG-75,MS-275
DK-MG,MS-275
DLD-1,MS-275
DMS 454,MS-275
DMS-114,MS-275
DMS-153,MS-275
DMS-273,MS-275
DMS-53,MS-275
DMS-79,MS-275
DOHH-2,MS-275
DoTc2-4510,MS-275
DU-145,MS-275
DU-4475,MS-275
DV-90,MS-275
EB-3,MS-275
EBC-1,MS-275
EFM-19,MS-275
EFM-192A,MS-275
EFM-192B,MS-275
EFM-192C,MS-275
EFO-21,MS-275
EFO-27,MS-275
EKVX,MS-275
EM-2,MS-275
EoL-1-cell,MS-275
EPLC-272H,MS-275
ES-2,MS-275
EVSA-T,MS-275
FADU,MS-275
G-292    clone A141B1,MS-275
G-361,MS-275
G-401,MS-275
G-402,MS-275
GA-10,MS-275
GA-10 (Clone 20),MS-275
GDM-1,MS-275
Gp2D,MS-275
HBL-100,MS-275
HCC-1171,MS-275
HCC-1195,MS-275
HCC-1359,MS-275
HCC-15,MS-275
HCC-1833,MS-275
HCC-2108,MS-275
HCC-2279,MS-275
HCC-33,MS-275
HCC-366,MS-275
HCC-44,MS-275
HCC-78,MS-275
HCC1008,MS-275
HCC1143,MS-275
HCC1187,MS-275
HCC1395,MS-275
HCC1419,MS-275
HCC1428,MS-275
HCC1500,MS-275
HCC1569,MS-275
HCC1599,MS-275
HCC1806,MS-275
HCC1937,MS-275
HCC1954,MS-275
HCC202,MS-275
HCC2185,MS-275
HCC2218,MS-275
HCC2688,MS-275
HCC2998,MS-275
HCC3153,MS-275
HCC38,MS-275
HCC70,MS-275
HCC712,MS-275
HCC812,MS-275
HCC827,MS-275
HCT-116,MS-275
HCT-15,MS-275
HCT-8,MS-275
HD-MY-Z,MS-275
HDQ-P1,MS-275
HEC-1,MS-275
HEC-1-A,MS-275
HEC-108,MS-275
HEC-151,MS-275
HEC-251,MS-275
HEC-265,MS-275
HEC-59,MS-275
HEC-6,MS-275
HEK TE,MS-275
HEL 92.1.7,MS-275
HeLa,MS-275
Hep 3B2.1-7,MS-275
Hep G2,MS-275
HEY,MS-275
Hey-A8,MS-275
HL-60,MS-275
HMV-II,MS-275
HOP-62,MS-275
HOP-92,MS-275
HPAF-II,MS-275
Hs 172.T,MS-275
Hs 229.T,MS-275
Hs 255.T,MS-275
Hs 281.T,MS-275
Hs 294T,MS-275
Hs 343.T,MS-275
Hs 600.T,MS-275
Hs 606.T,MS-275
Hs 611.T,MS-275
Hs 616.T,MS-275
Hs 618.T,MS-275
Hs 675.T,MS-275
Hs 683,MS-275
Hs 688(A).T,MS-275
Hs 695T,MS-275
Hs 698.T,MS-275
Hs 706.T,MS-275
Hs 729,MS-275
Hs 737.T,MS-275
Hs 739.T,MS-275
Hs 742.T,MS-275
Hs 746T,MS-275
Hs 766T,MS-275
Hs 819.T,MS-275
Hs 821.T,MS-275
Hs 822.T,MS-275
Hs 834.T,MS-275
Hs 839.T,MS-275
Hs 840.T,MS-275
Hs 852.T,MS-275
Hs 863.T,MS-275
Hs 870.T,MS-275
Hs 888.T,MS-275
Hs 895.T,MS-275
Hs 934.T,MS-275
Hs 936.T,MS-275
Hs 939.T,MS-275
Hs 940.T,MS-275
Hs 944.T,MS-275
Hs-578-T,MS-275
HS-Sultan,MS-275
HSC-2,MS-275
HT-1080,MS-275
HT-115,MS-275
HT-1197,MS-275
HT-1376,MS-275
HT-29,MS-275
HT-3,MS-275
HT55,MS-275
HuH-28,MS-275
HUH-6-clone5,MS-275
HuH-7,MS-275
HuNS1,MS-275
HuP-T3,MS-275
HuP-T4,MS-275
HuT 102,MS-275
HuT 78,MS-275
HUTU-80,MS-275
IGROV-1,MS-275
IM-95,MS-275
Ishikawa (Heraklio) 02 ER-,MS-275
J-RT3-T3-5,MS-275
JEG-3,MS-275
JeKo-1,MS-275
JHH-6,MS-275
JHOC-5,MS-275
JHOM-1,MS-275
JHOS-4,MS-275
JHUEM-2,MS-275
JIMT-1,MS-275
JiyoyeP-2003,MS-275
JM1,MS-275
Jurkat    Clone E6-1,MS-275
JVM-3,MS-275
K-562,MS-275
K052,MS-275
KASUMI-1,MS-275
KASUMI-2,MS-275
KATOIII,MS-275
KE-97,MS-275
KG-1,MS-275
KHOS-240S,MS-275
KM12,MS-275
KMBC-2,MS-275
KMS-11,MS-275
KNS-62,MS-275
KNS-81-FD,MS-275
KP-3,MS-275
KP-4,MS-275
KP-N-S19s,MS-275
KPL-1,MS-275
KYSE-140,MS-275
KYSE-30,MS-275
KYSE-410,MS-275
KYSE-450,MS-275
L-428,MS-275
LC-1/sq-SF,MS-275
LCLC-103H,MS-275
LCLC-97TM1,MS-275
LN-229,MS-275
LNCaP-Clone-FGC,MS-275
LOUCY,MS-275
LoVo,MS-275
LOXIMVI,MS-275
LP-1,MS-275
LS 180,MS-275
LS-1034,MS-275
LS-123,MS-275
LS-174T,MS-275
LS-411N,MS-275
LS-513,MS-275
LU-135,MS-275
LU-65,MS-275
LU-99A,MS-275
LXF-289,MS-275
LY2,MS-275
M14,MS-275
Malme-3M,MS-275
MA-CLS-2,MS-275
MB 157,MS-275
MC-CAR,MS-275
MC-IXC,MS-275
MCF10A,MS-275
MCF10F,MS-275
MCF12A,MS-275
MCF7,MS-275
MDA PCa 2b,MS-275
MDA-MB-134-VI,MS-275
MDA-MB-157,MS-275
MDA-MB-175-VII,MS-275
MDA-MB-231,MS-275
MDA-MB-330,MS-275
MDA-MB-361,MS-275
MDA-MB-415,MS-275
MDA-MB-435,MS-275
MDA-MB-436,MS-275
MDA-MB-453,MS-275
MDA-MB-468,MS-275
MEC-1,MS-275
MEG-01,MS-275
MES-SA,MS-275
Mewo,MS-275
MFE-319,MS-275
MFM-223,MS-275
MG-63,MS-275
MHH-PREB-1,MS-275
MIA-PaCa-2,MS-275
MKN1,MS-275
MKN45,MS-275
MKN7,MS-275
MKN74,MS-275
ML-2,MS-275
MM1-S,MS-275
MOLM-16,MS-275
MOLT-16,MS-275
MOLT-4,MS-275
MOR/CPR,MS-275
MPP-89,MS-275
MSTO-211H,MS-275
MT3,MS-275
MV-4-11,MS-275
MX-1,MS-275
NALM-1,MS-275
NALM-6,MS-275
NB-TU-1-10,MS-275
NB1,MS-275
NB4,MS-275
NC37,MS-275
NCC-IT-A3,MS-275
NCI-ADR-RES,MS-275
NCI-H1048,MS-275
NCI-H1092,MS-275
NCI-H1105,MS-275
NCI-H1155,MS-275
NCI-H1299,MS-275
NCI-H1355,MS-275
NCI-H1373,MS-275
NCI-H1395,MS-275
NCI-H1435,MS-275
NCI-H1436,MS-275
NCI-H1437,MS-275
NCI-H146,MS-275
NCI-H1563,MS-275
NCI-H1568,MS-275
NCI-H157,MS-275
NCI-H1573,MS-275
NCI-H1581,MS-275
NCI-H1618,MS-275
NCI-H1623,MS-275
NCI-H1650,MS-275
NCI-H1651,MS-275
NCI-H1666,MS-275
NCI-H1694,MS-275
NCI-H1703,MS-275
NCI-H1755,MS-275
NCI-H1770,MS-275
NCI-H1781,MS-275
NCI-H1792,MS-275
NCI-H1793,MS-275
NCI-H1836,MS-275
NCI-H1838,MS-275
NCI-H187,MS-275
NCI-H1876,MS-275
NCI-H1915,MS-275
NCI-H1930,MS-275
NCI-H1944,MS-275
NCI-H1963,MS-275
NCI-H1975,MS-275
NCI-H1993,MS-275
NCI-H2009,MS-275
NCI-H2023,MS-275
NCI-H2029,MS-275
NCI-H2030,MS-275
NCI-H2052,MS-275
NCI-H2073,MS-275
NCI-H2081,MS-275
NCI-H2087,MS-275
NCI-H209,MS-275
NCI-H2107,MS-275
NCI-H2110,MS-275
NCI-H2122,MS-275
NCI-H2126,MS-275
NCI-H2141,MS-275
NCI-H2170,MS-275
NCI-H2171,MS-275
NCI-H2172,MS-275
NCI-H2196,MS-275
NCI-H2228,MS-275
NCI-H226,MS-275
NCI-H2286,MS-275
NCI-H23,MS-275
NCI-H2342,MS-275
NCI-H2347,MS-275
NCI-H2405,MS-275
NCI-H28,MS-275
NCI-H292,MS-275
NCI-H295,MS-275
NCI-H322,MS-275
NCI-H3255,MS-275
NCI-H358,MS-275
NCI-H441,MS-275
NCI-H446,MS-275
NCI-H460,MS-275
NCI-H508,MS-275
NCI-H510A,MS-275
NCI-H520,MS-275
NCI-H522,MS-275
NCI-H524,MS-275
NCI-H526,MS-275
NCI-H596,MS-275
NCI-H630,MS-275
NCI-H650,MS-275
NCI-H660,MS-275
NCI-H661,MS-275
NCI-H69,MS-275
NCI-H716,MS-275
NCI-H720,MS-275
NCI-H727,MS-275
NCI-H747,MS-275
NCI-H748,MS-275
NCI-H810,MS-275
NCI-H82,MS-275
NCI-H838,MS-275
NCI-H841,MS-275
NCI-N87,MS-275
NCI-SNU-1,MS-275
NCI-SNU-16,MS-275
NCI-SNU-5,MS-275
NOMO-1,MS-275
NU-DUL-1,MS-275
NUGC-4,MS-275
OAW-28,MS-275
OAW-42,MS-275
OC-314,MS-275
OCI-AML3,MS-275
OCI-LY-7,MS-275
OCI-LY10,MS-275
OCI-LY3,MS-275
OCUB-M,MS-275
OV-90,MS-275
OV56,MS-275
OV7,MS-275
OVCA 420,MS-275
OVCAR-3,MS-275
OVCAR-4,MS-275
OVCAR-5,MS-275
OVCAR-8,MS-275
OVK18,MS-275
P30-OHK,MS-275
P31-FUJ,MS-275
P3HR-1,MS-275
PA-TU-8902,MS-275
Panc 02.03,MS-275
Panc 02.13,MS-275
Panc 03.27,MS-275
Panc 04.03,MS-275
Panc 05.04,MS-275
Panc 08.13,MS-275
Panc 10.05,MS-275
PC-3,MS-275
PE/CA-PJ15,MS-275
PE/CA-PJ34 (clone C12),MS-275
PE/CA-PJ41 (clone D2),MS-275
PE/CA-PJ49,MS-275
PE01,MS-275
PL-21,MS-275
PL45,MS-275
PLC-PRF-5,MS-275
QGP-1,MS-275
Raji,MS-275
RCH-ACV,MS-275
RCM-1,MS-275
RD-ES,MS-275
REC-1,MS-275
REH,MS-275
RERF-LC-KJ,MS-275
RKO-E6,MS-275
RL95-2,MS-275
RMG-I,MS-275
RMUG-S,MS-275
RPMI-2650,MS-275
RPMI-6666,MS-275
RPMI-8226,MS-275
RS4;11,MS-275
RWPE1,MS-275
RXF393,MS-275
Saos-2,MS-275
SC-1,MS-275
SCaBER,MS-275
SCC-15,MS-275
SCC-25,MS-275
SCC-4,MS-275
SCC-9,MS-275
SCLC-21H,MS-275
Set-2,MS-275
SF268,MS-275
SF295,MS-275
SF539,MS-275
SH-10-TC,MS-275
SH-4,MS-275
SHP-77,MS-275
SiHa,MS-275
SJSA-1,MS-275
SK-BR-3,MS-275
SK-BR-5,MS-275
SK-BR-7,MS-275
SK-CO-1,MS-275
SK-LMS-1,MS-275
SK-LU-1,MS-275
SK-MEL-1,MS-275
SK-MEL-2,MS-275
SK-MEL-28,MS-275
SK-MEL-3,MS-275
SK-MEL-5,MS-275
SK-MES-1,MS-275
SK-N-AS,MS-275
SK-N-BE(2),MS-275
SK-N-DZ,MS-275
SK-N-FI,MS-275
SK-NEP-1,MS-275
SK-OV-3,MS-275
SK-UT-1,MS-275
SKM-1,MS-275
SN12C,MS-275
SNB19,MS-275
SNB75,MS-275
SNG-M,MS-275
SNU-1,MS-275
SNU-1040,MS-275
SNU-16,MS-275
SNU-175,MS-275
SNU-182,MS-275
SNU-387,MS-275
SNU-398,MS-275
SNU-423,MS-275
SNU-449,MS-275
SNU-475,MS-275
SNU-5,MS-275
SNU-61,MS-275
SNU-81,MS-275
SNU-840,MS-275
SNU-C2A,MS-275
SNU-C4,MS-275
SNU-C5,MS-275
Sq-1,MS-275
SR,MS-275
SU-DHL-10,MS-275
SU-DHL-16,MS-275
SU-DHL-4,MS-275
SU-DHL-5,MS-275
SU-DHL-6,MS-275
SU.86.86,MS-275
SUIT-2,MS-275
