Symbol,Approved_Symbol
rs28497947,rs28497947
rs28498097,rs28498097
rs28498347,rs28498347
rs28498536,rs28498536
rs28499506,rs28499506
rs28500728,rs28500728
rs28501375,rs28501375
rs28501508,rs28501508
rs28501569,rs28501569
rs28501606,rs28501606
rs28501681,rs28501681
rs28502338,rs28502338
rs28502458,rs28502458
rs28503367,rs28503367
rs28504185,rs28504185
rs28504450,rs28504450
rs28505036,rs28505036
rs28505237,rs28505237
rs28505442,rs28505442
rs28505719,rs28505719
rs28505726,rs28505726
rs28505773,rs28505773
rs28506100,rs28506100
rs28506843,rs28506843
rs28506944,rs28506944
rs28507259,rs28507259
rs28507609,rs28507609
rs28507986,rs28507986
rs28507995,rs28507995
rs28508030,rs28508030
rs28508331,rs28508331
rs28508423,rs28508423
rs28508599,rs28508599
rs28509405,rs28509405
rs28509461,rs28509461
rs28510131,rs28510131
rs28510522,rs28510522
rs28512298,rs28512298
rs28513252,rs28513252
rs28513352,rs28513352
rs28513457,rs28513457
rs28513635,rs28513635
rs28514568,rs28514568
rs28514947,rs28514947
rs28515166,rs28515166
rs28515188,rs28515188
rs28515852,rs28515852
rs28515934,rs28515934
rs28515936,rs28515936
rs28516645,rs28516645
rs28516672,rs28516672
rs28516708,rs28516708
rs28517297,rs28517297
rs28517743,rs28517743
rs28517867,rs28517867
rs28519381,rs28519381
rs28519387,rs28519387
rs28520119,rs28520119
rs28520427,rs28520427
rs28520518,rs28520518
rs28520573,rs28520573
rs28520646,rs28520646
rs28521022,rs28521022
rs28521058,rs28521058
rs28521072,rs28521072
rs28521213,rs28521213
rs28521366,rs28521366
rs28521959,rs28521959
rs28522180,rs28522180
rs28522505,rs28522505
rs28522645,rs28522645
rs28523410,rs28523410
rs28523732,rs28523732
rs28524076,rs28524076
rs28524643,rs28524643
rs28524983,rs28524983
rs28525127,rs28525127
rs28525389,rs28525389
rs28525595,rs28525595
rs28525987,rs28525987
rs28526513,rs28526513
rs28526522,rs28526522
rs28526646,rs28526646
rs28528865,rs28528865
rs28529035,rs28529035
rs28529509,rs28529509
rs28529690,rs28529690
rs28529693,rs28529693
rs28530518,rs28530518
rs28530789,rs28530789
rs28531926,rs28531926
rs28531994,rs28531994
rs28532001,rs28532001
rs28532063,rs28532063
rs28532201,rs28532201
rs28532295,rs28532295
rs28532576,rs28532576
rs28533459,rs28533459
rs28533869,rs28533869
rs28533937,rs28533937
rs28534059,rs28534059
rs28534465,rs28534465
rs28534624,rs28534624
rs28534662,rs28534662
rs28534729,rs28534729
rs28534828,rs28534828
rs28535003,rs28535003
rs28535645,rs28535645
rs28536046,rs28536046
rs28536720,rs28536720
rs28537193,rs28537193
rs28537485,rs28537485
rs28537503,rs28537503
rs28537736,rs28537736
rs28537741,rs28537741
rs28537867,rs28537867
rs28538116,rs28538116
rs28538153,rs28538153
rs28538655,rs28538655
rs28538709,rs28538709
rs28538782,rs28538782
rs28538858,rs28538858
rs28538949,rs28538949
rs28539172,rs28539172
rs28539398,rs28539398
rs28540128,rs28540128
rs28540397,rs28540397
rs28540728,rs28540728
rs28540730,rs28540730
rs28540793,rs28540793
rs28540930,rs28540930
rs28541320,rs28541320
rs28541376,rs28541376
rs28541811,rs28541811
rs28541938,rs28541938
rs28542155,rs28542155
rs28542958,rs28542958
rs28544878,rs28544878
rs28544973,rs28544973
rs28545443,rs28545443
rs28546116,rs28546116
rs28546936,rs28546936
rs28547141,rs28547141
rs28547883,rs28547883
rs28547917,rs28547917
rs28547984,rs28547984
rs28548081,rs28548081
rs28548274,rs28548274
rs28548288,rs28548288
rs28548344,rs28548344
rs28548711,rs28548711
rs28548737,rs28548737
rs28549022,rs28549022
rs28549941,rs28549941
rs28550038,rs28550038
rs28550288,rs28550288
rs28550617,rs28550617
rs28550818,rs28550818
rs28550943,rs28550943
rs28550981,rs28550981
rs28551009,rs28551009
rs28551100,rs28551100
rs28551151,rs28551151
rs28551479,rs28551479
rs28552786,rs28552786
rs28553299,rs28553299
rs28553533,rs28553533
rs28555658,rs28555658
rs28557099,rs28557099
rs28557296,rs28557296
rs28558903,rs28558903
rs28559282,rs28559282
rs28559316,rs28559316
rs28559612,rs28559612
rs28560066,rs28560066
rs28560074,rs28560074
rs28560175,rs28560175
rs28560340,rs28560340
rs28561658,rs28561658
rs28561744,rs28561744
rs28562356,rs28562356
rs28562503,rs28562503
rs28562812,rs28562812
rs28562915,rs28562915
rs28563809,rs28563809
rs28564046,rs28564046
rs28564399,rs28564399
rs28564466,rs28564466
rs28564649,rs28564649
rs28564785,rs28564785
rs28565553,rs28565553
rs28565560,rs28565560
rs28566167,rs28566167
rs28566515,rs28566515
rs28566831,rs28566831
rs28566927,rs28566927
rs28567386,rs28567386
rs28567498,rs28567498
rs28568401,rs28568401
rs28568647,rs28568647
rs28568773,rs28568773
rs28568854,rs28568854
rs28568873,rs28568873
rs28569071,rs28569071
rs28569128,rs28569128
rs28569811,rs28569811
rs28569937,rs28569937
rs28570012,rs28570012
rs28570176,rs28570176
rs28570252,rs28570252
rs28570256,rs28570256
rs28570310,rs28570310
rs28571673,rs28571673
rs28571832,rs28571832
rs28571936,rs28571936
rs28571943,rs28571943
rs28572421,rs28572421
rs28572444,rs28572444
rs28572676,rs28572676
rs28572739,rs28572739
rs28573323,rs28573323
rs28573908,rs28573908
rs28574920,rs28574920
rs28575341,rs28575341
rs28575821,rs28575821
rs28576871,rs28576871
rs28577269,rs28577269
rs28578046,rs28578046
rs28578079,rs28578079
rs28578560,rs28578560
rs28578759,rs28578759
rs28579236,rs28579236
rs28579431,rs28579431
rs28579470,rs28579470
rs28579532,rs28579532
rs28579611,rs28579611
rs28579629,rs28579629
rs28580212,rs28580212
rs28580441,rs28580441
rs28580540,rs28580540
rs28580762,rs28580762
rs28581541,rs28581541
rs28581914,rs28581914
rs28582164,rs28582164
rs28582203,rs28582203
rs28582360,rs28582360
rs28582505,rs28582505
rs28583503,rs28583503
rs28583576,rs28583576
rs28583720,rs28583720
rs28583723,rs28583723
rs28583730,rs28583730
rs28583920,rs28583920
rs28583926,rs28583926
rs28584005,rs28584005
rs28584006,rs28584006
rs28584070,rs28584070
rs28584276,rs28584276
rs28584471,rs28584471
rs28584520,rs28584520
rs28584871,rs28584871
rs28584890,rs28584890
rs28585564,rs28585564
rs28585570,rs28585570
rs28586270,rs28586270
rs28586873,rs28586873
rs28586885,rs28586885
rs28586959,rs28586959
rs28587115,rs28587115
rs28587810,rs28587810
rs28588015,rs28588015
rs28588192,rs28588192
rs28589403,rs28589403
rs28589495,rs28589495
rs28589753,rs28589753
rs28590221,rs28590221
rs28591310,rs28591310
rs28591418,rs28591418
rs28592101,rs28592101
rs28592610,rs28592610
rs28592669,rs28592669
rs28592689,rs28592689
rs28593270,rs28593270
rs28593628,rs28593628
rs28594621,rs28594621
rs28594905,rs28594905
rs28595359,rs28595359
rs28595398,rs28595398
rs28595461,rs28595461
rs28595502,rs28595502
rs28595650,rs28595650
rs28595832,rs28595832
rs28596489,rs28596489
rs28597884,rs28597884
rs28598274,rs28598274
rs28599566,rs28599566
rs28599605,rs28599605
rs28600100,rs28600100
rs28600669,rs28600669
rs28600704,rs28600704
rs28600905,rs28600905
rs28601881,rs28601881
rs28602227,rs28602227
rs28602307,rs28602307
rs28602331,rs28602331
rs28602350,rs28602350
rs28602520,rs28602520
rs28602569,rs28602569
rs28602778,rs28602778
rs28603102,rs28603102
rs28605026,rs28605026
rs28605975,rs28605975
rs28606011,rs28606011
rs28606414,rs28606414
rs28606490,rs28606490
rs28606564,rs28606564
rs28606634,rs28606634
rs28607011,rs28607011
rs28607069,rs28607069
rs28607410,rs28607410
rs28607495,rs28607495
rs28607504,rs28607504
rs28607831,rs28607831
rs28607943,rs28607943
rs28608615,rs28608615
rs28608926,rs28608926
rs28609247,rs28609247
rs28609448,rs28609448
rs28609480,rs28609480
rs28609554,rs28609554
rs28609853,rs28609853
rs28609870,rs28609870
rs28610911,rs28610911
rs28610934,rs28610934
rs28611094,rs28611094
rs28611311,rs28611311
rs28613039,rs28613039
rs28613558,rs28613558
rs28613730,rs28613730
rs28613741,rs28613741
rs28613910,rs28613910
rs28613922,rs28613922
rs28614081,rs28614081
rs28614778,rs28614778
rs28615246,rs28615246
rs28615455,rs28615455
rs28615492,rs28615492
rs28615700,rs28615700
rs28615874,rs28615874
rs28616127,rs28616127
rs28617393,rs28617393
rs28617473,rs28617473
rs28618075,rs28618075
rs28618264,rs28618264
rs28618352,rs28618352
rs28619054,rs28619054
rs28619084,rs28619084
rs28619142,rs28619142
rs28619563,rs28619563
rs28619871,rs28619871
rs28620008,rs28620008
rs28620097,rs28620097
rs28620220,rs28620220
rs28620412,rs28620412
rs28620547,rs28620547
rs28620686,rs28620686
rs28620898,rs28620898
rs28621404,rs28621404
rs28621829,rs28621829
rs28621980,rs28621980
rs28622024,rs28622024
rs28622426,rs28622426
rs28622440,rs28622440
rs28622453,rs28622453
rs28622520,rs28622520
rs28622887,rs28622887
rs28623071,rs28623071
rs28623436,rs28623436
rs28623552,rs28623552
rs28623764,rs28623764
rs28624453,rs28624453
rs28624456,rs28624456
rs28624771,rs28624771
rs28625003,rs28625003
rs28625065,rs28625065
rs28625152,rs28625152
rs28625682,rs28625682
rs28625836,rs28625836
rs28625931,rs28625931
rs28626026,rs28626026
rs28626180,rs28626180
rs28626286,rs28626286
rs28626370,rs28626370
rs28626822,rs28626822
rs28626825,rs28626825
rs28627177,rs28627177
rs28627311,rs28627311
rs28627335,rs28627335
rs28627927,rs28627927
rs28628022,rs28628022
rs28628280,rs28628280
rs28628765,rs28628765
rs28629227,rs28629227
rs28629465,rs28629465
rs28629908,rs28629908
rs28630468,rs28630468
rs28630762,rs28630762
rs28631787,rs28631787
rs28633501,rs28633501
rs28633992,rs28633992
rs28634113,rs28634113
rs28634229,rs28634229
rs28634381,rs28634381
rs28634401,rs28634401
rs28634604,rs28634604
rs28634701,rs28634701
rs28634902,rs28634902
rs28635182,rs28635182
rs28635196,rs28635196
rs28635359,rs28635359
rs28635984,rs28635984
rs28635993,rs28635993
rs28636422,rs28636422
rs28636761,rs28636761
rs28636872,rs28636872
rs28636899,rs28636899
rs28637045,rs28637045
rs28637074,rs28637074
rs28637475,rs28637475
rs28637495,rs28637495
rs28637747,rs28637747
rs28637924,rs28637924
rs28637944,rs28637944
rs28638197,rs28638197
rs28638376,rs28638376
rs28639529,rs28639529
rs28639579,rs28639579
rs28639607,rs28639607
rs28639908,rs28639908
rs28640003,rs28640003
rs28641022,rs28641022
rs28641027,rs28641027
rs28641102,rs28641102
rs28641724,rs28641724
rs28641777,rs28641777
rs28641871,rs28641871
rs28642175,rs28642175
rs28644339,rs28644339
rs28645224,rs28645224
rs28645458,rs28645458
rs28645754,rs28645754
rs28645869,rs28645869
rs28646036,rs28646036
rs28646060,rs28646060
rs28646222,rs28646222
rs28646882,rs28646882
rs28647219,rs28647219
rs28647225,rs28647225
rs28647340,rs28647340
rs28647789,rs28647789
rs28647860,rs28647860
rs28647984,rs28647984
rs28648009,rs28648009
rs28648899,rs28648899
rs28649430,rs28649430
rs28649536,rs28649536
rs28649857,rs28649857
rs28649993,rs28649993
rs28650160,rs28650160
rs28651051,rs28651051
rs28651288,rs28651288
rs28651445,rs28651445
rs28651940,rs28651940
rs28652876,rs28652876
rs28652903,rs28652903
rs28652940,rs28652940
rs28653180,rs28653180
rs28653475,rs28653475
rs28653481,rs28653481
rs28654341,rs28654341
rs28654657,rs28654657
rs28654815,rs28654815
rs28654902,rs28654902
rs28655500,rs28655500
rs28655718,rs28655718
rs28655873,rs28655873
rs28656230,rs28656230
rs28656279,rs28656279
rs28656430,rs28656430
rs28657498,rs28657498
rs28657641,rs28657641
rs28657801,rs28657801
rs28658363,rs28658363
rs28660333,rs28660333
rs28660488,rs28660488
rs28660700,rs28660700
rs28661091,rs28661091
rs28661147,rs28661147
rs28662046,rs28662046
rs28662065,rs28662065
rs28662255,rs28662255
rs28662381,rs28662381
rs28662507,rs28662507
rs28662824,rs28662824
rs28662841,rs28662841
rs28663007,rs28663007
rs28663184,rs28663184
rs28663642,rs28663642
rs28664165,rs28664165
rs28664596,rs28664596
rs28664841,rs28664841
rs28664880,rs28664880
rs28664952,rs28664952
rs28665330,rs28665330
rs28665333,rs28665333
rs28665447,rs28665447
rs28665576,rs28665576
rs28665639,rs28665639
rs28665673,rs28665673
rs28665820,rs28665820
rs28665824,rs28665824
rs28665963,rs28665963
rs28665967,rs28665967
rs28666376,rs28666376
rs28666959,rs28666959
rs28667303,rs28667303
rs28667411,rs28667411
rs28667478,rs28667478
rs28667518,rs28667518
rs28667532,rs28667532
rs28667572,rs28667572
rs28668009,rs28668009
rs28668076,rs28668076
rs28668265,rs28668265
rs28668886,rs28668886
rs28669163,rs28669163
rs28670083,rs28670083
rs28670247,rs28670247
rs28670382,rs28670382
rs28670402,rs28670402
rs28670597,rs28670597
rs28670682,rs28670682
rs28670715,rs28670715
rs28670977,rs28670977
rs28671015,rs28671015
rs28671126,rs28671126
rs28671449,rs28671449
rs28673117,rs28673117
rs28673883,rs28673883
rs28675000,rs28675000
rs28675235,rs28675235
rs28676407,rs28676407
rs28676502,rs28676502
rs28676574,rs28676574
rs28677910,rs28677910
rs28678050,rs28678050
rs28678279,rs28678279
rs28678402,rs28678402
rs28678766,rs28678766
rs28679579,rs28679579
rs28679853,rs28679853
rs28680315,rs28680315
rs28680498,rs28680498
rs28680867,rs28680867
rs28680961,rs28680961
rs28681070,rs28681070
rs28681378,rs28681378
rs28681387,rs28681387
rs28682350,rs28682350
rs28682354,rs28682354
rs28682923,rs28682923
rs28683045,rs28683045
rs28683538,rs28683538
rs28684492,rs28684492
rs28684613,rs28684613
rs28684805,rs28684805
rs28685004,rs28685004
rs28685141,rs28685141
rs28685267,rs28685267
rs28685657,rs28685657
rs28685705,rs28685705
rs28685846,rs28685846
rs28687245,rs28687245
rs28687742,rs28687742
rs28687801,rs28687801
rs28687804,rs28687804
rs28687955,rs28687955
rs28687956,rs28687956
rs28688060,rs28688060
rs28688227,rs28688227
rs28688722,rs28688722
rs28688726,rs28688726
rs28688900,rs28688900
rs28688932,rs28688932
rs28688950,rs28688950
rs28688974,rs28688974
rs28689169,rs28689169
rs28689522,rs28689522
rs28689570,rs28689570
rs28689988,rs28689988
rs28690026,rs28690026
rs28690356,rs28690356
rs28690398,rs28690398
rs28690583,rs28690583
rs28690634,rs28690634
rs28691837,rs28691837
rs28692537,rs28692537
rs28693016,rs28693016
rs28693673,rs28693673
rs28693976,rs28693976
rs28694429,rs28694429
rs28694710,rs28694710
rs28694730,rs28694730
rs28694794,rs28694794
rs28695727,rs28695727
rs28695798,rs28695798
rs28695802,rs28695802
rs28695803,rs28695803
rs28695889,rs28695889
rs28695928,rs28695928
rs28696120,rs28696120
rs28696287,rs28696287
rs28696312,rs28696312
rs28698074,rs28698074
rs28698129,rs28698129
rs28698574,rs28698574
rs28698936,rs28698936
rs28698966,rs28698966
rs28699102,rs28699102
rs28699338,rs28699338
rs28699640,rs28699640
rs28699686,rs28699686
rs28700568,rs28700568
rs28701770,rs28701770
rs28702049,rs28702049
rs28702420,rs28702420
rs28702738,rs28702738
rs28702928,rs28702928
rs28703209,rs28703209
rs28703765,rs28703765
rs28703803,rs28703803
rs28704592,rs28704592
rs28706420,rs28706420
rs28707326,rs28707326
rs28707499,rs28707499
rs28707729,rs28707729
rs28708727,rs28708727
rs28709077,rs28709077
rs28709158,rs28709158
rs28709259,rs28709259
rs28709616,rs28709616
rs28709685,rs28709685
rs28709756,rs28709756
rs28709769,rs28709769
rs28709831,rs28709831
rs28709862,rs28709862
rs28710911,rs28710911
rs28711118,rs28711118
rs28711354,rs28711354
rs28711642,rs28711642
rs28711707,rs28711707
rs28712526,rs28712526
rs28712634,rs28712634
rs28712802,rs28712802
rs28713314,rs28713314
rs28713348,rs28713348
rs28714077,rs28714077
rs28714474,rs28714474
rs28714501,rs28714501
rs28714997,rs28714997
rs28715240,rs28715240
rs28715610,rs28715610
rs28715742,rs28715742
rs28715884,rs28715884
rs28716015,rs28716015
rs28716160,rs28716160
rs28716210,rs28716210
rs28716300,rs28716300
rs28716975,rs28716975
rs28718224,rs28718224
rs28718739,rs28718739
rs28718787,rs28718787
rs28719099,rs28719099
rs28719735,rs28719735
rs28719803,rs28719803
rs28719926,rs28719926
rs28720772,rs28720772
rs28720878,rs28720878
rs28721994,rs28721994
rs28721999,rs28721999
rs28722040,rs28722040
rs28722051,rs28722051
rs28722645,rs28722645
rs28722702,rs28722702
rs28722877,rs28722877
rs28722978,rs28722978
rs28723013,rs28723013
rs28723424,rs28723424
rs28723440,rs28723440
rs28723544,rs28723544
rs28723593,rs28723593
rs28725294,rs28725294
rs28725410,rs28725410
rs28725777,rs28725777
rs28727490,rs28727490
rs28729241,rs28729241
rs28729555,rs28729555
rs28731229,rs28731229
rs28731499,rs28731499
rs28733553,rs28733553
rs28733707,rs28733707
rs28733816,rs28733816
rs28733852,rs28733852
rs28733903,rs28733903
rs28735007,rs28735007
rs28735176,rs28735176
rs28735453,rs28735453
rs28735639,rs28735639
rs28735708,rs28735708
rs28736773,rs28736773
rs28737441,rs28737441
rs28737448,rs28737448
rs28738837,rs28738837
rs28740834,rs28740834
rs28742234,rs28742234
rs28744420,rs28744420
rs28744423,rs28744423
rs28744476,rs28744476
rs28744508,rs28744508
rs28744559,rs28744559
rs28747382,rs28747382
rs28748103,rs28748103
rs28749812,rs28749812
rs28750363,rs28750363
rs28750388,rs28750388
rs28750418,rs28750418
rs28750796,rs28750796
rs28754653,rs28754653
rs28754831,rs28754831
rs28754995,rs28754995
rs28755955,rs28755955
rs28757296,rs28757296
rs28757313,rs28757313
rs28757755,rs28757755
rs28758316,rs28758316
rs28758364,rs28758364
rs28758570,rs28758570
rs28758800,rs28758800
rs28758939,rs28758939
rs28759231,rs28759231
rs28759312,rs28759312
rs28759359,rs28759359
rs28759706,rs28759706
rs28759784,rs28759784
rs28760582,rs28760582
rs28760597,rs28760597
rs28761007,rs28761007
rs28761206,rs28761206
rs28762142,rs28762142
rs28762720,rs28762720
rs28763352,rs28763352
rs28765499,rs28765499
rs28765505,rs28765505
rs28765995,rs28765995
rs28766578,rs28766578
rs28766930,rs28766930
rs28767284,rs28767284
rs28768187,rs28768187
rs28768454,rs28768454
rs28769036,rs28769036
rs28770004,rs28770004
rs28771084,rs28771084
rs28771731,rs28771731
rs28772626,rs28772626
rs28773032,rs28773032
rs28773346,rs28773346
rs28774697,rs28774697
rs28775017,rs28775017
rs28775372,rs28775372
rs28776557,rs28776557
rs28778037,rs28778037
rs28778063,rs28778063
rs28778285,rs28778285
rs28780773,rs28780773
rs28781643,rs28781643
rs28781692,rs28781692
rs28782013,rs28782013
rs28784974,rs28784974
rs28784982,rs28784982
rs28785494,rs28785494
rs28785558,rs28785558
rs28785629,rs28785629
rs28786696,rs28786696
rs28786770,rs28786770
rs28787004,rs28787004
rs28787064,rs28787064
rs28788231,rs28788231
rs28788320,rs28788320
rs28788536,rs28788536
rs28789494,rs28789494
rs28790345,rs28790345
rs28790600,rs28790600
rs28790939,rs28790939
rs28790952,rs28790952
rs28791031,rs28791031
rs28792136,rs28792136
rs28792192,rs28792192
rs28794558,rs28794558
rs28795464,rs28795464
rs28795795,rs28795795
rs28796422,rs28796422
rs28796688,rs28796688
rs28796918,rs28796918
rs28796948,rs28796948
rs28797001,rs28797001
rs28797608,rs28797608
rs28797610,rs28797610
rs28797901,rs28797901
rs28799003,rs28799003
rs28799030,rs28799030
rs28799097,rs28799097
rs28799276,rs28799276
rs28800254,rs28800254
rs28800492,rs28800492
rs28800901,rs28800901
rs28801090,rs28801090
rs28802041,rs28802041
rs28802706,rs28802706
rs28802726,rs28802726
rs28803593,rs28803593
rs28803632,rs28803632
rs28804467,rs28804467
rs28804511,rs28804511
rs28804715,rs28804715
rs28804984,rs28804984
rs28805107,rs28805107
rs28805325,rs28805325
rs28805371,rs28805371
rs28805628,rs28805628
rs28805938,rs28805938
rs28807218,rs28807218
rs28807381,rs28807381
rs28807968,rs28807968
rs28808001,rs28808001
rs28808079,rs28808079
rs28808391,rs28808391
rs28809013,rs28809013
rs28809527,rs28809527
rs28810375,rs28810375
rs28810507,rs28810507
rs28810744,rs28810744
rs28811395,rs28811395
rs28811737,rs28811737
rs28812478,rs28812478
rs28813074,rs28813074
rs28813121,rs28813121
rs28813521,rs28813521
rs28815220,rs28815220
rs28815885,rs28815885
rs28816439,rs28816439
rs28817366,rs28817366
rs28817375,rs28817375
rs28817960,rs28817960
rs28817977,rs28817977
rs28818181,rs28818181
rs28818583,rs28818583
rs28818906,rs28818906
rs28818923,rs28818923
rs28821181,rs28821181
rs28821560,rs28821560
rs28822681,rs28822681
rs28822764,rs28822764
rs28823066,rs28823066
rs28823413,rs28823413
rs28823894,rs28823894
rs28824009,rs28824009
rs28824014,rs28824014
rs28824204,rs28824204
rs28824508,rs28824508
rs28824851,rs28824851
rs28824889,rs28824889
rs28825465,rs28825465
rs28825971,rs28825971
rs28825980,rs28825980
rs28826583,rs28826583
rs28827569,rs28827569
rs28827602,rs28827602
rs28827844,rs28827844
rs28828803,rs28828803
rs28829043,rs28829043
rs28829719,rs28829719
rs28830518,rs28830518
rs28831517,rs28831517
rs28832041,rs28832041
rs28832902,rs28832902
rs28832973,rs28832973
rs28833782,rs28833782
rs28835018,rs28835018
rs28835331,rs28835331
rs28836207,rs28836207
rs28836224,rs28836224
rs28836553,rs28836553
rs28836595,rs28836595
rs28836785,rs28836785
rs28837424,rs28837424
rs28837453,rs28837453
rs28838043,rs28838043
rs28838585,rs28838585
rs28838995,rs28838995
rs28839496,rs28839496
rs28839798,rs28839798
rs28839857,rs28839857
rs28840226,rs28840226
rs28840475,rs28840475
rs28841689,rs28841689
rs28841691,rs28841691
rs28842010,rs28842010
rs28842258,rs28842258
rs28842271,rs28842271
rs28843121,rs28843121
rs28843389,rs28843389
rs28844272,rs28844272
rs28844370,rs28844370
rs28844870,rs28844870
rs28845489,rs28845489
rs28845566,rs28845566
rs28846072,rs28846072
rs28847140,rs28847140
rs28847309,rs28847309
rs28847666,rs28847666
rs28848285,rs28848285
rs28848584,rs28848584
rs28848933,rs28848933
rs28849160,rs28849160
rs28849201,rs28849201
rs28849419,rs28849419
rs28849833,rs28849833
rs28850096,rs28850096
rs28850874,rs28850874
rs28851024,rs28851024
rs28851229,rs28851229
rs28852093,rs28852093
rs28852156,rs28852156
rs28852387,rs28852387
rs28852461,rs28852461
rs28852757,rs28852757
rs28853706,rs28853706
rs28853965,rs28853965
rs28854035,rs28854035
rs28854898,rs28854898
rs28855099,rs28855099
rs28856038,rs28856038
rs28856718,rs28856718
rs28857565,rs28857565
rs28857593,rs28857593
rs28858544,rs28858544
rs28858785,rs28858785
rs28858788,rs28858788
rs28859076,rs28859076
rs28859272,rs28859272
rs28859360,rs28859360
rs28859603,rs28859603
rs28860274,rs28860274
rs28860478,rs28860478
rs28860908,rs28860908
rs28861491,rs28861491
rs28862037,rs28862037
rs28862089,rs28862089
rs28862106,rs28862106
rs28865115,rs28865115
rs28865599,rs28865599
rs28865925,rs28865925
rs28866593,rs28866593
rs28866826,rs28866826
rs28866917,rs28866917
rs28868290,rs28868290
rs28868979,rs28868979
rs28869561,rs28869561
rs28870214,rs28870214
rs28871611,rs28871611
rs28872275,rs28872275
rs28872545,rs28872545
rs28873234,rs28873234
rs28873421,rs28873421
rs28873502,rs28873502
rs28873702,rs28873702
rs28874095,rs28874095
rs28874343,rs28874343
rs28875260,rs28875260
rs28875299,rs28875299
rs28875602,rs28875602
rs28875911,rs28875911
rs28875917,rs28875917
rs28876246,rs28876246
rs28876458,rs28876458
rs28877404,rs28877404
rs28877607,rs28877607
rs28878503,rs28878503
rs28878830,rs28878830
rs28879191,rs28879191
rs28879208,rs28879208
rs28879534,rs28879534
rs28880420,rs28880420
rs28881306,rs28881306
rs28881794,rs28881794
rs28883066,rs28883066
rs28883929,rs28883929
rs28884898,rs28884898
rs28884912,rs28884912
rs28885179,rs28885179
rs28885207,rs28885207
rs28885825,rs28885825
rs28886079,rs28886079
rs28886330,rs28886330
rs28886631,rs28886631
rs28887269,rs28887269
rs28887470,rs28887470
rs28887786,rs28887786
rs28888180,rs28888180
rs28889049,rs28889049
rs28889622,rs28889622
rs28893823,rs28893823
rs28893899,rs28893899
rs28895632,rs28895632
rs28895891,rs28895891
rs28896561,rs28896561
rs28896786,rs28896786
rs28896842,rs28896842
rs28897080,rs28897080
rs28897182,rs28897182
rs34019490,rs34019490
rs34024075,rs34024075
rs34054976,rs34054976
rs34059184,rs34059184
rs34061502,rs34061502
rs34069766,rs34069766
rs34082733,rs34082733
rs34096332,rs34096332
rs34108522,rs34108522
rs34117494,rs34117494
rs34119170,rs34119170
rs34119284,rs34119284
rs34122550,rs34122550
rs34122895,rs34122895
rs34143598,rs34143598
rs34147586,rs34147586
rs34149621,rs34149621
rs34152147,rs34152147
rs34152185,rs34152185
rs34154945,rs34154945
rs34154970,rs34154970
rs34157975,rs34157975
rs34161003,rs34161003
rs34163851,rs34163851
rs34164378,rs34164378
rs34169447,rs34169447
rs34170465,rs34170465
rs34172444,rs34172444
rs34185178,rs34185178
rs34191447,rs34191447
rs34197580,rs34197580
rs34202804,rs34202804
rs34206077,rs34206077
rs34224437,rs34224437
rs34229085,rs34229085
rs34247762,rs34247762
rs34252804,rs34252804
rs34267445,rs34267445
rs34270414,rs34270414
rs34275200,rs34275200
rs34275558,rs34275558
rs34276747,rs34276747
rs34289653,rs34289653
rs34294755,rs34294755
rs34299812,rs34299812
rs34301054,rs34301054
rs34303594,rs34303594
rs34304696,rs34304696
rs34305512,rs34305512
rs34310304,rs34310304
rs34312593,rs34312593
rs34314338,rs34314338
rs34323893,rs34323893
rs34330065,rs34330065
rs34334426,rs34334426
rs34334539,rs34334539
rs34337121,rs34337121
rs34341615,rs34341615
rs34343242,rs34343242
rs34347692,rs34347692
rs34348150,rs34348150
rs34354668,rs34354668
rs34366607,rs34366607
rs34368300,rs34368300
rs34370770,rs34370770
rs34371885,rs34371885
rs34373001,rs34373001
rs34379776,rs34379776
rs34385566,rs34385566
rs34388263,rs34388263
rs34392063,rs34392063
rs34392155,rs34392155
rs34395421,rs34395421
rs34396286,rs34396286
rs34401116,rs34401116
rs34404861,rs34404861
rs34405233,rs34405233
rs34407906,rs34407906
rs34408192,rs34408192
rs34408369,rs34408369
rs34409436,rs34409436
rs34414959,rs34414959
rs34420209,rs34420209
rs34426170,rs34426170
rs34433158,rs34433158
rs34433251,rs34433251
rs34435673,rs34435673
rs34437354,rs34437354
rs34445164,rs34445164
rs34458658,rs34458658
rs34467262,rs34467262
rs34474079,rs34474079
rs34498662,rs34498662
rs34511635,rs34511635
rs34513259,rs34513259
rs34523029,rs34523029
rs34523866,rs34523866
rs34545932,rs34545932
rs34547747,rs34547747
rs34551529,rs34551529
rs34552331,rs34552331
rs34553077,rs34553077
rs34580929,rs34580929
rs34594800,rs34594800
rs34602911,rs34602911
rs34606383,rs34606383
rs34616469,rs34616469
rs34624226,rs34624226
rs34625160,rs34625160
rs34642874,rs34642874
rs34644055,rs34644055
rs34649593,rs34649593
rs34651057,rs34651057
rs34655617,rs34655617
rs34657574,rs34657574
rs34663690,rs34663690
rs34668151,rs34668151
rs34672109,rs34672109
rs34672528,rs34672528
rs34672562,rs34672562
rs34679490,rs34679490
rs34679616,rs34679616
rs34679928,rs34679928
rs34682907,rs34682907
rs34686484,rs34686484
rs34711128,rs34711128
rs34723543,rs34723543
rs34736896,rs34736896
rs34738675,rs34738675
rs34741901,rs34741901
rs34743751,rs34743751
rs34753825,rs34753825
rs34758986,rs34758986
rs34775270,rs34775270
rs34783335,rs34783335
