Symbol,Approved.Symbol
ALDRP,ABCD2
ALEX1,ARMCX1
ALEX2,ARMCX2
ALEX3,ARMCX3
ALF,GTF2A1L
ALFY,WDFY3
ALG-2,PDCD6
ALG-4,PDCD11
ALG10A,ALG10
ALG1L1,ALG1L
ALG7,DPAGT1
ALGV3072,EPGN
ALI1,AMIGO2
ALIEN,COPS2
ALIX,PDCD6IP
ALK-5,TGFBR1
ALK-SMASE,ENPP7
ALK1,SLPI
ALK1,ACVRL1
ALK2,ACVR1
ALK3,BMPR1A
ALK4,ACVR1B
ALK6,BMPR1B
ALK7,ACVR1C
ALKB,ALKBH1
ALKBH,ALKBH1
ALKBH9,FTO
ALL,BCR
ALL-1,KMT2A
ALLERGIN-1,MILR1
ALLP17,SPACA3
ALMALPHA,STAMBPL1
ALMS1L,ALMS1P
ALOX12P,ALOX12P1
ALOX15P,ALOX15P1
ALP,CCL27
ALP,SLPI
ALP,ASRGL1
ALP,PDLIM3
ALP,ATRNL1
ALP,ATHS
ALP1,ASZ1
ALP1,ASRGL1
ALP56,BACE2
ALPHA-1-ANTICHYMOTRYPSIN,SERPINA3
ALPHA-1-ANTITRYPSIN,SERPINA1
ALPHA-2-PI,SERPINF2
ALPHA-CATU,CTNNAL1
ALPHA-CHAIN,FCGRT
ALPHA-MPP,PMPCA
ALPHA-PAL,NRF1
ALPHA-PIX,ARHGEF6
ALPHA-RLC,ITGA9
ALPHA-SYNUCLEIN,SNCA
ALPHA1AT,SERPINA1
ALPHA4GNT,A4GNT
ALPHAPIX,ARHGEF6
ALR,AKR1A1
ALR,GFER
ALR,KMT2D
ALRH,IL13
ALRP,ANKRD1
ALS,SOD1
ALS,IGFALS
ALS1,SOD1
ALS10,TARDBP
ALS11,FIG4
ALS19,ERBB4
ALS20,HNRNPA1
ALS2CR1,NIF3L1
ALS2CR10,CFLAR-AS1
ALS2CR13,FAM117B
ALS2CR14,ICA1L
ALS2CR15,ICA1L
ALS2CR16,NBEAL1
ALS2CR17,NBEAL1
ALS2CR18,RAPH1
ALS2CR19,PARD3B
ALS2CR2,STRADB
ALS2CR2P1,STRADBP1
ALS2CR3,TRAK2
ALS2CR4,TMEM237
ALS2CR6,ALS2
ALS2CR7,CDK15
ALS2CR8,CARF
ALS2CR9,RAPH1
ALS4,SETX
ALS6,FUS
ALS8,VAPB
ALT1,GPT
ALT2,GPT2
ALTE,ZBED1
ALTPRP,PRNP
ALUNC,HR
ALURBP,SRP14
ALX,HSH2D
ALXR,FPR2
ALY,ALYREF
ALY/REF,ALYREF
ALYE870,TMEM231
AM,ADM
AM-R,GPR182
AM2,ADM2
AM5,ADM5
AMAC,SLC35G5
AMAC-1,CCL18
AMAC1,SLC35G3
AMAC1L1,SLC35G4
AMAC1L2,SLC35G5
AMAC1L3,SLC35G6
AMACO,VWA2
AMAP-1,MYCBPAP
AMB11,KIR3DL1
AMC,AMCN
AMC1,AMCN
AMCASE,CHIA
AMCD1,TPM2
AMCD2B,TNNI2
AMCD2B,TNNT3
AMCF-I,CXCL8
AMCN1,AMCN
AMD,AMDP1
AMD2,AMDP1
AMDD,FAAH2
AMDM,NPR2
AMDPX,AMDP1
AMDPY,AMDP1
AMER2-AS1,LINC00463
AMF,GPI
AMG,AMELX
AMGL,AMELY
AMICA,AMICA1
AMID,AIFM2
AMIDA,TFPT
AMIGO,AMIGO1
AMISYN,STXBP6
AML1,RUNX1
AML1T1,RUNX1T1
AML2,RUNX3
AML3,RUNX2
AMLC,MYL4
AMLCR1,RUNX1
AMN,ABCD1
AMN,AMN
AMNIONLESS,AMN
AMOG,ATP1B2
AMP18,GKN1
AMPH2,BIN1
AMPHIGLYCAN,SDC4
AMPHL,BIN1
AMPK,PRKAA2
AMPKA1,PRKAA1
AMPKA2,PRKAA2
AMSH,STAMBP
AMSH-FP,STAMBPL1
AMSH-LP,STAMBPL1
AMY,OLFM1
AMY-1,MYCBP
AMY1,AMY1A
AMY1,AMY1B
AMY1,AMY1C
AMY2,AMY2A
AMY2,AMY2B
AMY2P,AMYP1
AMYB,MYBL1
AMYLIN,IAPP
AN,DIAPH3
AN,CCDC102B
AN,PAX6
AN2,PAX6
ANA,BTG3
ANAMORSIN,CIAPIN1
ANAPC10P,ANAPC10P1
ANAPC12,CDC26
ANAPC3,CDC27
ANAPC6,CDC16
ANAPC8,CDC23
ANC-2H01,ZNF639
ANCR,UBE3A
ANCR,DANCR
ANCR,ANCR
AND-1,WDHD1
ANE1,RANBP2
ANF,HESX1
ANF270,ZNF235
ANG1,ANGPT1
ANG1,TM7SF2
ANG2,ANGPT2
ANG2,VPS51
ANG3,VPS51
ANG3,ANGPTL1
ANGIE,CXCL13
ANGIE2,CXCL13
ANGPT3,ANGPTL1
ANGPT5,ANGPTL3
ANGPTL8,C19orf80
ANGX,ANGPTL7
ANGY,ANGPTL1
ANIA-6A,CCNL1
ANIA-6B,CCNL2
ANILLIN,ANLN
ANK,ANKH
ANK,ANK1
ANKHZN,ANKFY1
ANKK2,RIPK4
ANKL1,ASZ1
ANKRA1,RFXANK
ANKRD13,ANKRD13A
ANKRD14,ANKS6
ANKRD15,KANK1
ANKRD19,ANKRD19P
ANKRD20A,ANKRD20A1
ANKRD20A4P1,ANKRD20A10P
ANKRD20A5,ANKRD20A5P
ANKRD20B,ANKRD20A8P
ANKRD21,POTED
ANKRD25,KANK2
ANKRD26L1,ANKRD36BP1
ANKRD3,RIPK4
ANKRD30BP,ANKRD30BP1
ANKRD30BP3,ANKRD30BL
ANKRD30BP3,ANKRD30BP3
ANKRD34,ANKRD34A
ANKRD36BL1,ANKRD36BP1
ANKRD38,KANK4
ANKRD4,PPP1R16B
ANKRD41,ANKLE1
ANKRD43,SOWAHA
ANKRD47,KANK3
ANKRD5,ANKEF1
ANKRD56,SOWAHB
ANKRD57,SOWAHC
ANKRD58,SOWAHD
ANKRD59,GPANK1
ANKRD64,DZANK1
ANKS1,ANKS1A
ANKS2,ANKS1B
ANKS4A,USH1G
ANKS5A,CASKIN1
ANKS5B,CASKIN2
ANKT,NUSAP1
ANKTM1,TRPA1
ANM,TNNT1
ANM1,PRMT1
ANO7L1,ANO7P1
ANOVA,NOVA2
ANP,NPPA
ANPA,NPR1
ANPB,NPR2
ANPRA,NPR1
ANPRB,NPR2
ANPRC,NPR3
ANRASSF1,RASSF1-AS1
ANRIL,CDKN2B-AS1
ANT-1,PRPF6
ANT1,SLC25A4
ANT2,SLC25A5
ANT2BP,SLC35F6
ANT3,SLC25A6
ANT3Y,SLC25A6
ANT4,SLC25A31
ANTI-ELASTASE,SERPINB1
ANTP1,SLC25A5P3
ANTP3,SLC25A5P1
ANTP5,SLC25A5P5
ANTP6,SLC25A5P6
ANTP7,SLC25A5P7
ANUBL1,ZFAND4
ANUP,SLURP1
ANX1,ANXA1
ANX11,ANXA11
ANX13,ANXA13
ANX14,ANXA10
ANX2,ANXA2
ANX2L1,ANXA2P1
ANX2L2,ANXA2P2
ANX2L3,ANXA2P3
ANX2L4,ANXA2
ANX2LG,S100A10
ANX2P1,ANXA2P1
ANX2P2,ANXA2P2
ANX2P3,ANXA2P3
ANX3,ANXA3
ANX31,ANXA9
ANX4,ANXA4
ANX5,ANXA5
ANX6,ANXA6
ANX7,ANXA7
ANX8,ANXA8
ANXA8L2,ANXA8L1
AO,AOX1
AO7,RNF25
AOA,APTX
AOA1,APTX
AOA2,SETX
AOE37-2,PRDX4
AOEB166,PRDX5
AOF1,KDM1B
AOF2,KDM1A
AOH1,AOX3P
AOH1,AOX1
AOH2,AOX2P
AOM,COL2A1
AOP-1,PRDX3
AOP1,PRDX3
AOP2,PRDX6
AOPEP,C9orf3
AOS1,SAE1
AOX2,AOX2P
AP-1,FOS
AP-1,FOSB
AP-1,JUN
AP-1,JUND
AP-2,TFAP2A
AP-2REP,KLF12
AP-4,TFAP4
AP-4-EPSILON,AP4E1
AP-5,AP5B1
AP-O,C9orf3
AP000553.C22.4,SDF2L1
AP000688.8,LINC01436
AP1-MU2,AP1M2
AP105A,AP1B1
AP180,SNAP91
AP19,AP1S1
AP1GBP1,SYNRG
AP2,FABP4
AP2,GTF3A
AP2-B,TFAP2B
AP2-GAMMA,TFAP2C
AP2E,TFAP2E
AP2REP,KLF12
AP2TF,TFAP2A
AP3AASE,FHIT
AP4,REPIN1
AP47,AP1M1
AP47B,AP3M2
AP47B,AP4S1
AP50,AP2M1
APA-1,ZNF410
APA1,ZNF410
APAA,NAGPA
APACD,TXNDC9
APAF-1,APAF1
APAF-3,CASP9
APAH1,NUDT2
APBA2BP,NECAB3
APC1,ANAPC1
APC1,SLC25A24
APC10,ANAPC10
APC11,ANAPC11
APC11P,ANAPC11
APC12,CDC26
APC13,ANAPC13
APC15,ANAPC15
APC16,ANAPC16
APC2,SLC25A23
APC2,ANAPC2
APC2,APC2
APC3,CDC27
APC4,ANAPC4
APC4,SLC25A41
APC5,ANAPC5
APC6,CDC16
APC7,ANAPC7
APC7,SCARA3
APC8,CDC23
APCA,CACNA1A
APCL,APC2
APE,CCDC88A
APE,APEX1
APE-1,APEX1
APE2,APEX2
APECED,AIRE
APEG1,SPEG
APEG3,PEG3-AS1
APELIN,APLN
APEN,APEX1
APEX,APEX1
APEXL2,APEX2
APG-1,HSPA4L
APG10L,ATG10
APG12,ATG12
APG12L,ATG12
APG16L,ATG16L1
APG3L,ATG3
APG4-D,ATG4D
APG4A,ATG4A
APG4B,ATG4B
APG4C,ATG4C
APG4D,ATG4D
APG5,ATG5
APG5L,ATG5
APG7L,ATG7
APG8L,GABARAPL1
APG9L1,ATG9A
APG9L2,ATG9B
APH-1A,APH1A
APH-1B,APH1B
APH2,NCSTN
APH2,ZDHHC16
APHC,ACER3
API,SERPINF2
API1,BIRC2
API2,BIRC3
API3,XIAP
API4,BIRC5
API5L1,API5
API5L1,API5P1
API6,CD5L
APIN,ODAM
APIP2,APIP
APJ,APLNR
APJR,APLNR
APK1,ENOX2
APL1,ADI1
APLP,APLP1
APM1,ADIPOQ
APM2,ADIRF
APMCF1,SRPRB
APNH,SLC9A1
APO,C9orf3
APO-1,FAS
APO-2L,TNFSF10
APO-3,TNFRSF25
APO2,TNFRSF10A
APO3L,TNFSF12
APOA-V,APOA5
APOAL,LPAL2
APOARGC,LPAL2
APOB100R,APOBR
APOB48R,APOBR
APOBEC-1,APOBEC1
APOBEC1CF,A1CF
APOBEC1L,APOBEC3C
APOBEC3DE,APOBEC3D
APOBEC3E,APOBEC3D
APOER,LRP1
APOER2,LRP8
APOJ,CLU
APOL,APOL1
APOL-II,APOL2
APOL-VI,APOL6
APOLIII,APOL3
APOLIV,APOL4
APOLMT,POLRMT
APOLV,APOL5
APOLVI,APOL6
APOM,APOM
APOP-1,APOPT1
APOPAIN,CASP3
APP-1,PABPC4
APP3,XPNPEP3
APPBP1,NAE1
APPD,PLEKHF1
APPH,APLP2
APPL,APPL1
APPL2,APLP2
APPL2,APPL2
APR,LRP1
APR,PMAIP1
2-Apr,FAM215A
5-Apr,DDX54
1-Apr,MAGEH1
3-Apr,ATRAID
APRF,STAT3
APRG1,C3orf35
APRIL,TNFSF13
APRIL,ANP32B
APRIN,PDS5B
APS,SH2B2
APS,KLK3
APS1,AIRE
APT,LYPLA2P1
APT-2,LYPLA2
APT-B7,TLX1NB
APT1,FAS
APT1LG1,FASLG
APT6M8-9,ATP6AP2
APX,APEX1
APXL,SHROOM2
APXL2,SHROOM1
APXL3,SHROOM3
APXLP,SHROOM2P1
APY,MS4A2
AQDQ,NDUFS4
AQL1,C1QTNF9
AQP0,MIP
AQP12,AQP12A
AQP2L,AQP6
AQP7L,AQP7
AQP9,AQP7
AQP9,AQP9
AQPAP,AQP7
AQPAP-3,AQP7P3
AR,AKR1B1
AR-JP,PARK2
AR1,TCF20
AR7,THRA
ARA,FOXC1
ARA,ABCC6
ARA1,SART1
ARA160,TMF1
ARA24,RAN
ARA267,NSD1
ARA54,RNF14
ARA55,TGFB1I1
ARA70,NCOA4
ARA9,AIP
ARAF1,ARAF
ARAF2,ARAFP2
ARAF2P,ARAFP2
ARAF3P,ARAFP3
ARAFPS,ARAFP2
ARALAR,SLC25A12
ARALAR2,SLC25A13
ARC,NOL3
ARC,ARC
ARC105,MED15
ARC16,ARPC5
ARC16-2,ARPC5L
ARC20,ARPC4
ARC21,ARPC3
ARC32,MED8
ARC34,ARPC2
ARC40,ARPC1A
ARC41,ARPC1B
ARC92,MED25
ARCA1,SYNE1
ARCADLIN,PCDH8
ARCD1,APOBEC2
ARCH,ZBTB8OS
ARCP,ARMC1
ARD,ADI1
ARD-1,PPP1R8
ARD1,NAA10
ARD1,TRIM23
ARD1,PPP1R8
ARD1A,NAA10
ARD1B,NAA11
ARD2,NAA11
ARDC2,APOBEC3C
ARDC4,APOBEC3C
ARE1,VPS52
AREB6,ZEB1
AREC3,SIX4
AREGB,AREG
ARF,CDKN2A
ARF-GEP100,IQSEC1
ARF1GAP,ARFGAP1
ARF1GEF,GBF1
ARF1P2,ARL17A
ARF1P2,ARF1P2
ARF2,ARF4
ARF4L,ARL4D
ARF4P,ARF4P1
ARF7,ARL14
ARF7EP,ARL14EP
ARFD1,TRIM23
ARFGAP1,ARFGAP3
ARFGEP1,ARFGEF1
ARFL1,ARL1
ARFL2,ARL2
ARFL3,ARL3
ARFRP2,ARL15
ARG,ABL2
ARG,RERE
ARG1,TINAGL1
ARG1,ARG1
ARG134,EIF3K
ARG147,DHX40
ARG3.1,ARC
ARG99,TMTC1
ARGA,NAGS
ARGBP2,SORBS2
ARGBPIA,ABI2
ARGEF15,ARHGEF15
ARGP1,DGAT1
ARGS,SERPINA2
ARH,LDLRAP1
ARH1,ADPRH
ARH12,RHOA
ARH2,LDLRAP1
ARH2,ADPRHL1
ARH3,ADPRHL2
ARH6,RHOB
ARH9,RHOC
ARHA,RHOA
ARHB,RHOB
ARHC,RHOC
ARHCL1,PPM1H
ARHD,RHOD
ARHE,RND3
ARHF,RHOF
ARHG,RHOG
ARHGAP10,ARHGAP21
ARHGAP10,ARHGAP10
ARHGAP13,SRGAP1
ARHGAP14,SRGAP3
ARHGAP15P,ARHGAP16P
ARHGAP2,CHN1
ARHGAP3,CHN2
ARHGAP34,SRGAP2
ARHGAP37,STARD13
ARHGAP38,STARD8
ARHGAP41,OPHN1
ARHGAP43,SH3BP1
ARHGAP45,HMHA1
ARHGAP46,GMIP
ARHGAP47,TAGAP
ARHGAP48,FAM13A
ARHGAP49,FAM13B
ARHGAP7,DLC1
ARHGEF13,AKAP13
ARHGEF14,MCF2L
ARHGEF21,MCF2
ARHGEF22,MCF2L2
ARHGEF23,TRIO
ARHGEF24,KALRN
ARHGEF27,NGEF
ARHGEF29,SPATA13
ARHGEF30,OBSCN
ARHGEF31,ECT2
ARHGEF32,ECT2L
ARHGEF36,DNMBP
ARHGEF41,PLEKHG1
ARHGEF42,PLEKHG2
ARHGEF43,PLEKHG3
ARHGEF44,PLEKHG4
ARHGEF5L,ARHGEF35
ARHGEF8,NET1
ARHH,RHOH
ARHI,DIRAS3
ARHJ,RHOJ
ARHN,RND2
ARHQ,RHOQ
ARHQP,RHOQP1
ARHS,RND1
ARHT1,RHOT1
ARHT2,RHOT2
ARHU,RHOU
ARHV,RHOV
ARI,ARIH1
ARIA,ECSCR
ARIH2P,ARIH2P1
ARIP1,MAGI2
ARIP1,ACTRT1
ARIP2,SYNJ2BP
ARIX,PHOX2A
ARK,RNF111
ARK,AXL
ARK1,AURKA
ARK2,AURKB
ARK3,AURKC
ARK5,NUAK1
ARKADIA,RNF111
ARKL1,C18orf25
ARKL2,RNF165
ARL-1,AKR1B10
ARL1,AKR1B10
ARL1,ARL1
ARL10A,ARL10
ARL10B,ARL8A
ARL10C,ARL8B
ARL12,ARL5C
ARL13,ARL13A
ARL17,ARL17B
ARL17A-IT1,FAM215B
ARL17P1,ARL17A
ARL18,ARFRP1
ARL2BPL,ARL2BPP2
ARL2L1,ARL13B
ARL4,ARL4A
ARL4B,ARL4P
ARL5,ARL5A
ARL5B-AS1,NSUN6
ARL6IP,ARL6IP1
ARL6IP2,ATL2
ARL6IPP1,ARL6IP1P1
ARL7,ARL4C
ARL8,ARL5B
ARLTS1,ARL11
ARM,ARMC9
ARM1,ADRM1
ARM2,HN1
ARMADILLO,CTNNB1
ARMC11,MROH9
ARMCX6-PS,ARMCX7P
ARMD1,HMCN1
ARMD10,TLR4
ARMD2,ABCA4
ARMD3,FBLN5
ARMD4,CFH
ARMD5,ERCC6
ARMD6,RAX2
ARMD7,HTRA1
ARMD8,ARMS2
ARMD9,C3
ARMER,ARL6IP1
ARMET,MANF
ARMETL1,CDNF
ARMS,KIDINS220
ARMS1,CFH
ARMUS,TBC1D2
ARNIP,RCHY1
ARNO,CYTH2
ARNO3,CYTH3
ARO,CYP19A1
ARO1,CYP19A1
AROMATASE,CYP19A1
ARP,MANF
ARP,CRISP1
ARP,ARFRP1
ARP,RERE
ARP-T1,ACTRT1
ARP-T2,ACTRT2
ARP1,ARFRP1
ARP1,ACTR1A
ARP1,ANGPTL1
ARP1,APOBEC2
ARP1,NR2F2
ARP1,PITX2
ARP10,APOBEC3H
ARP11,ACTR10
ARP11,ACTR3B
ARP11,ACTR3C
ARP2,AICDA
ARP2,ACTR2
ARP2,ANGPTL2
ARP3,ACTR3
ARP3,APOBEC3A
ARP3BETA,ACTR3B
ARP4,ACTL6A
ARP4,ANGPTL4
ARP5,ACTR5
ARP5,APOBEC3C
ARP5,ANGPTL6
ARP6,APOBEC3D
ARP6,ACTR6
ARP8,APOBEC3F
ARPC3B,ARPC3P1
ARPIKFYVE,VAC14
ARPKD,PKHD1
ARPM1,ACTRT3
ARPM2,ACTRT2
ARPP,ANKRD2
ARPP-16,ARPP19
ARPP-19,ARPP19
ARPP-19E,ENSA
ARPP-21,ARPP21
ARPP16,ARPP19
ARR1,ARRB1
ARR2,ARRB2
ARRESTIN,SAG
ARRS1,RBM27
ARRS2,RBM26
ARRX,ARR3
ARS,RIEG2
ARS,SLURP1
ARS2,SRRT
ARSA-I,ASNA1
ARSACS,SACS
ARSB,SLURP1
ARSC,STS
ARSC,ARSC2
ARSC1,STS
ARSDP,ARSDP1
ARSDR1,RDH11
ARSDY1,ARSDP1
ARSEP,ARSEP1
ARSFP,ARSFP1
ART,AGRP
ART-27,UXT
ART-4,NOB1
ART1P,ART2P
ART2,ART1
ARTEMIS,DCLRE1C
ARTS,4-Sep
ARTS-1,ERAP1
ARVC2,RYR2
ARVD,TGFB3
ARVD1,TGFB3
ARVD2,RYR2
ARVD5,TMEM43
ARVP,AVP
ARX,UBA2
AS,UBE3A
AS,HLA-B
AS160,TBC1D4
AS1DHRS4,DHRS4-AS1
AS250,RALGAPA2
AS3,PDS5B
ASAH,ASAH1
ASAH2L,ASAH2B
ASAH3,ACER1
ASAH3L,ACER2
ASAHL,NAAA
ASAM,CLMP
ASAP,MAP9
ASAP1-IT,ASAP1-IT1
ASAP1IT,ASAP1-IT1
ASAT,ABCB7
ASB,ALAS2
ASB-1,ASB1
ASB-2,ASB2
ASB-3,ASB3
ASB-4,ASB4
ASBABP1,TMEM259
ASBABP2,PAPPA
ASBT,SLC10A2
ASC,PYCARD
ASC-1,SLC7A10
ASC1P100,ASCC2
ASC1P200,ASCC3
ASC1P50,ASCC1
ASC2,NCOA6
ASC2,PYDC1
ASCC3L1,SNRNP200
ASCIZ,ATMIN
ASCL830,C2orf82
ASCT1,SLC1A4
ASCT2,SLC1A5
ASE-1,CD3EAP
ASE1,PRC1
ASEF,ARHGEF4
ASF,SRSF1
ASFMR1,FMR1-AS1
ASH1,ASH1L
ASH1,ASCL1
ASH1L1,ASH1L
ASH2,ASCL2
ASH2,ASH2L
ASH2L1,ASH2L
ASH2L2,ASH2L
ASHI,NDUFB8
ASIC2A,ASIC2
ASIP,PARD3
ASIP2,AGRP
ASK,DBF4
ASK1,MAP3K5
ASK2,MAP3K6
ASKL1,DBF4B
ASLL,ASLP1
ASLN,COL4A5
ASM,SMPD1
ASM,H19
ASM1,H19
ASM3A,SMPDL3A
ASMD,PITX3
ASML3A,SMPDL3A
ASML3B,SMPDL3B
ASMTL-AS,ASMTL-AS1
ASMTLAS,ASMTL-AS1
ASMTY,ASMT
ASNSL1,ASNSP1
ASNSL2,ASNSP2
ASP,ASPM
ASP,ROPN1L
ASP,A1CF
ASP,ATG5
ASP,ASIP
ASP,ASPA
ASPEP,DNPEP
ASPGX1,NLGN3
ASPIC1,CRTAC1
ASPL,ASPSCR1
ASPP1,PPP1R13B
ASPP2,TP53BP2
ASPS,ASPSCR1
ASR1,FAU
ASR2,SRRT
ASRG,AGA
ASRIJ,OCIAD1
ASS,ASS1
ASSP1,ASS1P1
ASSP10,ASS1P10
ASSP11,ASS1P11
ASSP12,ASS1P12
ASSP13,ASS1P13
ASSP14,ASS1P14
ASSP2,ASS1P2
ASSP3,ASS1P3
ASSP4,ASS1P4
ASSP5,ASS1P5
ASSP6,ASS1P6
ASSP7,ASS1P7
ASSP8,ASS1P8
ASSP9,ASS1P9
AST,SLC17A5
ASTN,ASTN1
ASTP2,METTL18
ASV,SRC
ASW,C2orf49
ASXH2,ASXL2
ASY,RTN4
ASYIP,RTN3
AT-1,SLC33A1
AT-V1,NBN
AT-V2,NBN
AT1,AGTR1
AT1,SLC33A1
AT1B,AGTR1
AT2,AGTR2
AT225,EGR1
AT2R1,AGTR1
AT2R1A,AGTR1
AT2R1B,AGTR1
AT3,SERPINC1
AT744.1,CCL4
AT744.2,CCL4L1
ATA,ATM
ATA1,SLC38A1
ATA2,SLC38A2
ATA3,SLC38A4
ATAC,XCL1
ATAC1,ZZZ3
ATAC2,CSRP2BP
ATAD4,PRR15L
ATAR,TNFRSF14
ATASE2,NAT8
ATBF1,ZFHX3
ATBP,MTUS1
ATC,ATM
ATC2,CORIN
ATCD1,ATP6V0CP1
ATCE1,CREB3L4
ATD,ATM
ATD,ATD
ATDC,TRIM29
ATDC,ATM
ATF1,GDNF
ATF1,ATF1
ATF2,GDNF
ATF4B,ATF4P4
ATF4C,ATF4P3
ATF4P,ATF4P1
ATF6A,ATF6
ATFA,ATF7
ATG1,ULK1
ATG12P,ATG12P1
ATG14L,ATG14
ATG16A,ATG16L1
ATG16B,ATG16L2
ATG16L,ATG16L1
ATG17,RB1CC1
ATG18,WIPI1
ATG18A,WIPI1
ATG18B,WIPI2
ATG1A,ULK1
ATG1B,ULK2
ATG21,WIPI2
ATG24A,SNX30
ATG24B,SNX4
ATG3P,ATG3P1
ATG6,BECN1
ATG8,GABARAPL2
ATG8A,GABARAP
ATG8B,GABARAPL1
ATG8C,GABARAPL2
ATG8D,GABARAPL3
ATG8E,MAP1LC3A
ATG8F,MAP1LC3B
ATG8G,MAP1LC3B2
ATG8J,MAP1LC3C
ATG8L,GABARAPL1
ATGL,PNPLA2
ATH-3,NEUROD4
ATIII,SERPINC1
ATIP1,MTUS1
ATK,BTK
ATLD,MRE11A
ATM1P,ABCB7
ATN1L,RERE
ATOH2,NEUROD6
ATOH3,NEUROD4
ATOH4,NEUROG2
ATOH5,NEUROG3
ATP-BL,VPS9D1
ATP10C,ATP10A
ATP11,ATPAF1
ATP11P,ATPAF1
ATP12,ATPAF2
ATP12P,ATPAF2
ATP13A,ATP13A1
ATP1A1OS,ATP1A1-AS1
ATP1AL1,ATP12A
ATP1AL2,ATP1A4
ATP1B,ATP1B1
ATP1BL1,ATP1B1P1
ATP1G1,FXYD2
ATP2A,ATP2A1
ATP2B,ATP2A2
ATP2B2,ATP2B4
ATP2B2,ATP2B2
ATP2C1A,ATP2C1
ATP5,ATP5J
ATP5A,ATP5A1
ATP5A,ATP5J
ATP5AL1,ATP5A1P5
ATP5AL2,ATP5A1
ATP5AP1,ATP5A1P1
ATP5AP2,ATP5A1P2
ATP5AP3,ATP5A1P3
ATP5AP4,ATP5A1P4
ATP5BL1,ATP5BP1
ATP5C,ATP5C1
ATP5C2,ATP5C1P1
ATP5CL1,ATP5C1
ATP5CL2,ATP5C1P1
ATP5G,ATP5G1
ATP5GP1,ATP5G2P1
ATP5GP2,ATP5G2P2
ATP5GP3,ATP5G1P1
ATP5GP4,ATP5G1P2
ATP5JD,ATP5H
ATP5JG,ATP5L
ATP5JL,ATP5J2
ATP5K2,ATP5L2
ATP5KP1,ATP5LP1
ATP5KP2,ATP5LP2
ATP5KP3,ATP5LP3
ATP6,MT-ATP6
ATP6A,ATP4A
ATP6A1,ATP6V1A
ATP6A2,ATP6V0A2
ATP6B,ATP4B
ATP6B1,ATP6V1B1
ATP6B2,ATP6V1B2
ATP6C,ATP6V0C
ATP6C,ATP6V1C1
ATP6C2,ATP6V1C2
ATP6D,ATP6V0D1
ATP6D,ATP6V1C1
ATP6D2,ATP6V0D2
ATP6DV,ATP6V0D1
ATP6E,ATP6V1E1
ATP6E1,ATP6V1E2
ATP6E2,ATP6V1E1
ATP6EL1,ATP6V1E1P3
ATP6EL2,ATP6V1E2
ATP6EP1,ATP6V1E1P1
ATP6EP2,ATP6V1E1P2
ATP6F,ATP6V0B
ATP6G,ATP6V1G2
ATP6G,ATP6V1G1
ATP6G1,ATP6V1G1
ATP6G2,ATP6V1G2
ATP6G3,ATP6V1G3
ATP6GL,ATP6V1G1
ATP6H,ATP6V0E1
ATP6I,TCIRG1
ATP6IP1,ATP6AP1
ATP6IP2,ATP6AP2
ATP6J,ATP6V1G1
ATP6L,ATP6V0C
ATP6M,ATP6V1D
ATP6M8-9,ATP6AP2
ATP6N1,ATP6V0A1
ATP6N1A,ATP6V0A1
ATP6N1B,ATP6V0A4
ATP6N1C,TCIRG1
ATP6N1D,ATP6V0A2
ATP6N2,ATP6V0A4
ATP6S1,ATP6AP1
ATP6S14,ATP6V1F
ATP6V0A3,TCIRG1
ATP6V0E,ATP6V0E1
ATP6V0E2L,ATP6V0E2
ATP6V1A1,ATP6V1A
ATP6V1E,ATP6V1E1
ATP6V1EL1,ATP6V1E1P3
ATP6V1EL2,ATP6V1E2
ATP6V1EP1,ATP6V1E1P1
ATP6V1EP2,ATP6V1E1P2
ATP6V1GP1,ATP6V1G1P1
ATP6V1GP2,ATP6V1G1P2
ATP8,MT-ATP8
ATPAF1-AS1,TEX38
ATPASE-6,MT-ATP6
ATPBD1A,GPN1
ATPBD1B,GPN2
ATPBD1C,GPN3
ATPBD3,CTU1
ATPBD4,DPH6
ATPBD4-AS1,DPH6-AS1
ATPCL,ACLY
ATPDASE,ENTPD1
ATPE5KP1,ATP5LP1
ATPGD1,CARNS1
ATPI,ATPIF1
ATPIA,ATP8A1
ATPIB,ATP8A2
ATPIC,ATP8B1
ATPID,ATP8B2
ATPIF,ATP11B
ATPIG,ATP11C
ATPIH,ATP11A
ATPIIA,ATP9A
ATPIIB,ATP9B
ATPIK,ATP8B3
ATPIM,ATP8B4
ATPIP,ATPIF1
ATPIQ,ATP11C
ATPIR,ATP11B
ATPIS,ATP11A
ATPL,ATP6V0C
ATPM,ATP5A1
ATPM,ATP5J
ATPMBL1,ATP5BP1
ATPO,ATP5O
ATPQ,ATP5H
ATPSB,ATP5B
ATPSBL1,ATP5BP1
ATPSK1,PAPSS1
ATPSK2,PAPSS2
ATPVA,ATP10A
ATPVB,ATP10B
ATPVC,ATP10A
ATPVD,ATP10D
ATPW,ATP5S
ATQ1,ALDH7A1
ATQL1,ALDH7A1P1
ATQL2,ALDH7A1P2
ATQL3,ALDH7A1P3
ATQL4,ALDH7A1P4
ATR,ANTXR1
ATR,SERPINA2
ATR,ATR
ATR1,SLC3A1
ATRAP,AGTRAP
ATRC1,SLC7A1
ATRC2,SLC7A2
ATRC3,SLC7A3
ATROGIN1,FBXO32
ATS,COL4A5
ATSV,KIF1A
ATTP,UEVLD
ATV,NBN
ATX,SMG1
